rmssd,sdnn,pnn50,mean_hr,std_hr,min_hr,max_hr,hr_range,lf_power,hf_power,lf_hf_ratio,total_power,lf_norm,hf_norm,scl_mean,scl_std,scl_min,scl_max,scl_range,scr_count,scr_mean_amplitude,scr_max_amplitude,scr_rate,eda_mean,eda_std,eda_min,eda_max,eda_range,eda_slope,resp_rate,resp_depth_mean,resp_depth_std,resp_variability,ie_ratio,temp_mean,temp_std,temp_min,temp_max,temp_range,temp_slope,activity_mean,activity_std,activity_max,activity_level,posture_stability,window_start,window_end,label,mindfulness_index,subject_id
34.47604013948506,71.53551730200665,9.523809523809524,65.33190927769803,4.856569700216977,53.84615384615385,75.67567567567568,21.82952182952183,3436.7976103863452,229.17843279420163,14.996165077507671,8054.8833804860615,0.9374850162426676,0.0625149837573324,4.986790884402886,1.8422178201242005,1.5265197425881126e-14,6.603873395703896,6.603873395703881,27,2.0020031337260624,6.112367107777305,27.0,5.775297464643206,0.1472446185708538,5.2524566650390625,6.128692626953125,0.8762359619140625,-9.199293896749506e-06,16.41466572217201,3.022285250841177,1.727518503608879,0.49815801493540957,1.0625,34.44295,0.04746665,34.264893,34.6463,0.3814087,0.0013826847465578083,0.92807439164239,0.007258074463775579,1.0264801428423798,7.4714285714285715,0.9927942255835085,210000,252000,1,1.0,S5
26.775524994079905,49.84466313913611,6.557377049180328,63.43654454827534,3.377523937408637,57.534246575342465,71.1864406779661,13.652194102623639,1540.551313665469,110.60208377703212,13.928772958483657,2535.6495445391593,0.9330152583349642,0.0669847416650358,4.532035247674685,1.6703131343871265,1.4138989142608914e-14,6.029859487422039,6.029859487422025,29,1.5238368228881138,5.588984149442646,29.0,5.221430124555315,0.17462172413981292,4.7298431396484375,5.6270599365234375,0.897216796875,-1.4342690866177566e-05,16.894609814963797,2.8346757841126133,1.330239545038715,0.3544905082060214,1.0,34.47169,0.0334945,34.34134,34.68161,0.340271,0.0009758883671989534,0.9270457175906037,0.004970742842524994,0.9599996863849064,9.333333333333334,0.9950538432308333,252000,294000,1,1.0,S5
33.61772472082061,57.42491284334965,12.903225806451612,63.73774992521998,3.6204907417680325,53.2994923857868,69.76744186046511,16.467949474678313,1699.2025850097534,182.39950306928512,9.315829025939315,4686.481547188815,0.9030615961659034,0.09693840383409653,4.088886877562834,1.5091267286083103,1.2513962426574073e-14,5.391948801341681,5.391948801341669,36,1.2289721973106684,5.0541479626221575,36.0,4.724692217508951,0.10788937293800228,4.4742584228515625,5.060577392578125,0.5863189697265625,-8.748750612425497e-06,16.09483177068697,3.230171254614655,0.9622533855321053,0.6107325514765908,0.9411764705882353,34.52966,0.03484009,34.4209,34.698486,0.2775879,0.001185450790251745,0.9264777323419877,0.003960037772245473,0.9599755698458041,12.326190476190476,0.996055582270951,294000,336000,1,1.0,S5
27.049337638224454,49.954970244009225,6.666666666666667,61.645964339224115,3.3003573200214515,57.06521739130435,70.94594594594594,13.880728554641586,554.608065039708,77.57689067262015,7.149140165725285,1197.6620585965143,0.8772876672061759,0.12271233279382408,3.854041625977698,1.4254484154746518,1.1557893763779036e-14,5.01876295046497,5.018762950464958,38,1.0543858632955916,4.6866308984089455,38.0,4.458086068289621,0.064708708910674,4.1934967041015625,4.686737060546875,0.4932403564453125,-5.226412998649774e-06,15.728766165676339,2.990280947791838,2.1129902112313,0.3833133268958485,1.0,34.595963,0.030718677,34.44998,34.792328,0.3423462,0.0006608819502364645,0.9259085902894665,0.004156409446182228,0.9597711709966061,9.121428571428572,0.9958607947854712,336000,378000,1,1.0,S5
26.639441885024144,39.27523101914238,6.666666666666667,62.30201063784931,2.523935882997784,56.22489959839358,68.51549755301795,12.290597954624374,558.8945251083449,196.26310340625503,2.847680055030316,1961.2581793581721,0.7401031307962738,0.2598968692037262,3.6536931713127676,1.3509504012731581,1.1058108628627333e-14,4.767993545794342,4.767993545794331,37,1.037210166067879,4.428387726207594,37.0,4.227623321896508,0.05979158744011818,4.0485382080078125,4.433441162109375,0.3849029541015625,-4.845726212442272e-06,16.448227246618977,2.6562058889813733,0.8872632061630507,0.1641650626669801,0.9411764705882353,34.610455,0.028391613,34.51587,34.756927,0.24105835,-0.0002178014370018112,0.9244744240082474,0.0032915585225507028,0.9560626601908989,13.583333333333334,0.996719240290033,378000,420000,1,1.0,S5
34.036967112097486,40.0143553004728,13.793103448275861,59.96779971000345,2.359026151255549,53.57142857142857,64.22018348623854,10.64875491480997,1099.7697798430656,159.24991658022333,6.9059363010030115,1394.5543788159955,0.8735127678839087,0.12648723211609128,3.513787432414138,1.3009592173952431,1.0441352504397572e-14,4.549475147081105,4.549475147081094,39,0.8815149279279743,4.205817382274945,39.0,4.071414130074637,0.03138008987310018,3.804779052734375,4.2327880859375,0.428009033203125,-2.3756225605582145e-06,16.881877103954178,2.408824287426972,0.7585470406509922,0.37817630154601223,1.0625,34.623222,0.031811018,34.51895,34.769226,0.25027466,0.0007304802743775307,0.9239218411152857,0.003007960971463269,0.9393377013809477,14.638095238095238,0.9970010597238431,420000,462000,1,1.0,S5
28.683278604422863,45.59219628117242,10.344827586206897,59.88529401029302,2.68575041607033,53.639846743295024,65.015479876161,11.375633132865971,630.4670702488738,165.7350095379383,3.80406693797881,1118.2327780140236,0.791843033640009,0.20815696635999098,3.406823975024308,1.2615272409607392,1.0186143073681808e-14,4.431129261976952,4.431129261976942,41,0.8888749766347033,4.112709417249219,41.0,3.9483788626534597,0.03555117403326914,3.7570953369140625,4.146575927734375,0.3894805908203125,-2.740982510668636e-06,15.480609746465523,2.431650121264547,0.3761144343084214,0.3459522137435831,0.9375,34.64375,0.03021709,34.543488,34.83542,0.29193115,0.0004533549850603431,0.924197635905396,0.0026716520428466083,0.9529549159386097,14.904761904761905,0.9973354666630861,462000,504000,1,1.0,S5
30.312432060376892,44.533516372699026,8.333333333333334,62.481034095454085,3.030160183326249,58.33333333333334,70.82630691399662,12.492973580663275,1001.8362882693156,285.9923781890754,3.5030174391814777,1704.2447421944507,0.7779266872699983,0.22207331273000178,3.3318103898495144,1.2341345172939915,9.913532999962698e-15,4.312977202577428,4.312977202577418,41,0.7995164738580552,3.977061306077148,41.0,3.86241576785133,0.026788713778279603,3.633880615234375,4.022216796875,0.388336181640625,-2.015789547373933e-06,15.652173913043477,2.8899973752619292,2.1352668622485744,0.9022429596714203,1.0,34.66872,0.030175978,34.571075,34.889343,0.31826782,0.00028278488418478746,0.9248027589061669,0.003353496621780387,0.9541740251077454,13.65952380952381,0.99665771173064,504000,546000,1,1.0,S5
34.36003848801624,44.22399392160684,15.517241379310345,60.42012306271619,2.7019440673910284,55.11811023622048,67.52411575562701,12.406005519406527,705.5888921231681,218.10108810419683,3.235146134557917,1152.7689848646537,0.7638806387717754,0.23611936122822463,3.2628195738338275,1.208907719754422,9.655423462079709e-15,4.22068283446913,4.2206828344691205,40,0.8821482278926436,3.8934210707849575,40.0,3.7848037265595935,0.019904936609996336,3.665924072265625,3.9218902587890625,0.2559661865234375,-1.3638458330428415e-06,15.343666823234695,2.4056554307585314,0.7183793835545766,0.3449411275967323,0.9375,34.698933,0.03204651,34.59256,34.90323,0.31066895,0.0007143538289657254,0.924940596222061,0.002879851376621903,0.9395906144369268,14.91904761904762,0.9971284183517409,546000,588000,1,1.0,S5
34.1593717341859,58.41471485477461,22.033898305084747,60.63424971725748,3.7863498668150046,55.925432756324895,70.82630691399662,14.900874157671723,2066.9072929572376,174.0533932346141,11.875133569910721,3128.7440233667066,0.9223309028547084,0.07766909714529152,3.2236274768074655,1.1945402178429305,9.539419175390727e-15,4.164231595560431,4.164231595560421,39,0.9151614702062545,3.8477824994960828,39.0,3.74141899290539,0.016660178400499315,3.5186767578125,3.88336181640625,0.36468505859375,-8.456306895127514e-07,14.594192107222636,2.392542743044939,1.2674177122560484,0.7390066725955691,1.0714285714285714,34.75081,0.035754595,34.61557,34.97415,0.35858154,0.0010543842655847035,0.925486884286776,0.0032908813199000924,0.9502205574799555,13.654761904761905,0.9967199130569484,588000,630000,1,1.0,S5
